zip_Code,city_name,state_abbv,state_name,population,density,count_name,timezone,latitude,longitude,zip
38023,Drummonds,TN,Tennessee,6466,37.9,Tipton,America/Chicago,-89.94491,35.47979,38023
38105,Memphis,TN,Tennessee,5915,1341.5,Shelby,America/Chicago,-90.03515,35.15123,38105
38120,Memphis,TN,Tennessee,14956,598.5,Shelby,America/Chicago,-89.85219,35.12352,38120
38125,Memphis,TN,Tennessee,38131,771.5,Shelby,America/Chicago,-89.78865,35.02586,38125
38231,Henry,TN,Tennessee,1646,12,Henry,America/Chicago,-88.4252,36.21178,38231
38357,Michie,TN,Tennessee,2762,17.3,McNairy,America/Chicago,-88.41546,35.04583,38357
38369,Rutherford,TN,Tennessee,1692,16.8,Gibson,America/Chicago,-88.96121,36.13228,38369
38587,Walling,TN,Tennessee,1387,17.6,White,America/Chicago,-85.61686,35.86946,38587
38617,Coahoma,MS,Mississippi,695,4.8,Coahoma,America/Chicago,-90.52248,34.34946,38617
38618,Coldwater,MS,Mississippi,12258,24.8,Tate,America/Chicago,-89.93036,34.70124,38618
38661,Red Banks,MS,Mississippi,1783,21.7,Marshall,America/Chicago,-89.55984,34.89624,38661
38721,Anguilla,MS,Mississippi,974,3.2,Sharkey,America/Chicago,-90.7504,32.98404,38721
38756,Leland,MS,Mississippi,6197,13.8,Washington,America/Chicago,-90.85619,33.39148,38756
38768,Rome,MS,Mississippi,118,4.8,Sunflower,America/Chicago,-90.48724,33.96973,38768
38966,Webb,MS,Mississippi,925,8.3,Tallahatchie,America/Chicago,-90.35832,33.91688,38966
39063,Durant,MS,Mississippi,3867,15.4,Holmes,America/Chicago,-89.89907,33.1182,39063
39069,Fayette,MS,Mississippi,5290,11.6,Jefferson,America/Chicago,-91.04597,31.68626,39069
39180,Vicksburg,MS,Mississippi,32336,60.6,Warren,America/Chicago,-90.85589,32.23088,39180
39481,Stringer,MS,Mississippi,1536,15.1,Jasper,America/Chicago,-89.2422,31.86715,39481
39641,Jayess,MS,Mississippi,3624,10,Walthall,America/Chicago,-90.16983,31.3567,39641
39663,Silver Creek,MS,Mississippi,2947,9.2,Lawrence,America/Chicago,-90.02541,31.58714,39663
39736,Artesia,MS,Mississippi,229,32.6,Lowndes,America/Chicago,-88.65228,33.43195,39736
39737,Bellefontaine,MS,Mississippi,287,7.2,Webster,America/Chicago,-89.32741,33.67003,39737
40006,Bedford,KY,Kentucky,4956,21,Trimble,America/New_York,-85.32669,38.59161,40006
40041,Masonic Home,KY,Kentucky,379,1413.2,Jefferson,America/New_York,-85.66412,38.25603,40041
40440,Junction City,KY,Kentucky,2261,95.1,Boyle,America/New_York,-84.82487,37.57869,40440
40442,Kings Mountain,KY,Kentucky,951,14.9,Lincoln,America/New_York,-84.72469,37.35272,40442
40513,Lexington,KY,Kentucky,11163,298.7,Fayette,America/New_York,-84.60641,38.01594,40513
40729,East Bernstadt,KY,Kentucky,5161,30.3,Laurel,America/New_York,-84.13499,37.24779,40729
40856,Miracle,KY,Kentucky,722,6.5,Bell,America/New_York,-83.53171,36.71799,40856
40863,Pathfork,KY,Kentucky,604,9.2,Harlan,America/New_York,-83.44596,36.73949,40863
41034,Dover,KY,Kentucky,788,10.9,Mason,America/New_York,-83.8954,38.70961,41034
41179,Vanceburg,KY,Kentucky,7535,8.9,Lewis,America/New_York,-83.38774,38.52673,41179
41274,Wittensville,KY,Kentucky,387,40.5,Johnson,America/New_York,-82.81079,37.85832,41274
41701,Hazard,KY,Kentucky,16093,42,Perry,America/New_York,-83.19128,37.29829,41701
41775,Wendover,KY,Kentucky,41,1.7,Leslie,America/New_York,-83.34195,37.09369,41775
41831,Leburn,KY,Kentucky,693,26.6,Knott,America/New_York,-82.95222,37.3794,41831
41862,Topmost,KY,Kentucky,835,15.5,Knott,America/New_York,-82.79398,37.35362,41862
42054,Kirksey,KY,Kentucky,850,11.3,Calloway,America/Chicago,-88.43389,36.71528,42054
42133,Fountain Run,KY,Kentucky,1369,7.4,Monroe,America/Chicago,-85.95753,36.72482,42133
42157,Mount Hermon,KY,Kentucky,720,15.8,Monroe,America/Chicago,-85.81515,36.79088,42157
42339,Dunmor,KY,Kentucky,829,10.7,Muhlenberg,America/Chicago,-86.95003,37.10953,42339
42368,Reynolds Station,KY,Kentucky,1303,11.9,Ohio,America/Chicago,-86.75501,37.70262,42368
42453,Saint Charles,KY,Kentucky,622,14.7,Hopkins,America/Chicago,-87.60336,37.15801,42453
42567,Eubank,KY,Kentucky,5610,23.7,Pulaski,America/New_York,-84.60653,37.26417,42567
42647,Stearns,KY,Kentucky,3806,10.6,McCreary,America/New_York,-84.61067,36.69206,42647
42716,Buffalo,KY,Kentucky,1566,16.7,Larue,America/New_York,-85.60847,37.47647,42716
42753,Knifley,KY,Kentucky,790,11.9,Adair,America/Chicago,-85.18513,37.22356,42753
43030,Jacksontown,OH,Ohio,108,453.9,Licking,America/New_York,-82.41584,39.9615,43030
43116,Commercial Point,OH,Ohio,1863,765.3,Pickaway,America/New_York,-83.06145,39.77156,43116
43204,Columbus,OH,Ohio,42796,1837.5,Franklin,America/New_York,-83.0816,39.96136,43204
43358,West Mansfield,OH,Ohio,2771,17,Logan,America/New_York,-83.53257,40.41959,43358
43433,Gypsum,OH,Ohio,72,55.5,Ottawa,America/New_York,-82.88031,41.50474,43433
43515,Delta,OH,Ohio,8254,39,Fulton,America/New_York,-84.00775,41.58534,43515
43548,New Bavaria,OH,Ohio,693,11.2,Henry,America/New_York,-84.17511,41.18534,43548
43557,Stryker,OH,Ohio,3216,28.1,Williams,America/New_York,-84.39612,41.48405,43557
43725,Cambridge,OH,Ohio,20249,58.6,Guernsey,America/New_York,-81.58946,40.04495,43725
43735,East Fultonham,OH,Ohio,440,113.5,Muskingum,America/New_York,-82.11874,39.86326,43735
43756,Mcconnelsville,OH,Ohio,4669,12.7,Morgan,America/New_York,-81.79502,39.69077,43756
43767,Norwich,OH,Ohio,856,10.3,Muskingum,America/New_York,-81.8045,40.01235,43767
43783,Somerset,OH,Ohio,5352,34.3,Perry,America/New_York,-82.28408,39.80421,43783
43788,Summerfield,OH,Ohio,663,6.6,Noble,America/New_York,-81.33324,39.80227,43788
43944,Richmond,OH,Ohio,2495,33.5,Jefferson,America/New_York,-80.77107,40.43074,43944
44001,Amherst,OH,Ohio,21142,237.6,Lorain,America/New_York,-82.26176,41.36493,44001
44081,Perry,OH,Ohio,7137,135,Lake,America/New_York,-81.14561,41.7678,44081
44092,Wickliffe,OH,Ohio,16812,869.3,Lake,America/New_York,-81.46842,41.598,44092
44260,Mogadore,OH,Ohio,13054,152.2,Portage,America/New_York,-81.34084,41.03678,44260
44445,New Waterford,OH,Ohio,3610,84.1,Columbiana,America/New_York,-80.61804,40.84865,44445
44473,Vienna,OH,Ohio,3287,52.7,Trumbull,America/New_York,-80.66249,41.24616,44473
44643,Magnolia,OH,Ohio,3949,46.6,Stark,America/New_York,-81.30086,40.63965,44643
44651,Mechanicstown,OH,Ohio,612,9.8,Carroll,America/New_York,-80.95387,40.62549,44651
44681,Sugarcreek,OH,Ohio,8442,54.9,Tuscarawas,America/New_York,-81.66119,40.5021,44681
44685,Uniontown,OH,Ohio,27941,421.1,Summit,America/New_York,-81.42424,40.95992,44685
44705,Canton,OH,Ohio,19797,933.1,Stark,America/New_York,-81.33223,40.83384,44705
44814,Berlin Heights,OH,Ohio,2894,42.5,Erie,America/New_York,-82.4726,41.32187,44814
44820,Bucyrus,OH,Ohio,17374,41.9,Crawford,America/New_York,-82.97252,40.81746,44820
44838,Hayesville,OH,Ohio,235,291.8,Ashland,America/New_York,-82.25979,40.77228,44838
44844,McCutchenville,OH,Ohio,481,10.5,Wyandot,America/New_York,-83.26132,40.9922,44844
44846,Milan,OH,Ohio,3432,57.7,Erie,America/New_York,-82.61033,41.3206,44846
44865,Plymouth,OH,Ohio,3076,33.5,Huron,America/New_York,-82.67912,40.99234,44865
45030,Harrison,OH,Ohio,19532,176.9,Hamilton,America/New_York,-84.76083,39.25707,45030
45041,Miamitown,OH,Ohio,0,0,Hamilton,America/New_York,-84.703,39.21114,45041
45111,Camp Dennison,OH,Ohio,335,173.7,Hamilton,America/New_York,-84.29021,39.19634,45111
45233,Cincinnati,OH,Ohio,16062,557.8,Hamilton,America/New_York,-84.66579,39.11841,45233
45240,Cincinnati,OH,Ohio,26685,1123.3,Hamilton,America/New_York,-84.52883,39.28513,45240
45307,Bowersville,OH,Ohio,359,805.4,Greene,America/New_York,-83.72337,39.58066,45307
45310,Burkettsville,OH,Ohio,266,590.8,Mercer,America/New_York,-84.64248,40.35307,45310
45324,Fairborn,OH,Ohio,40867,497.7,Greene,America/New_York,-83.99406,39.82283,45324
45373,Troy,OH,Ohio,36131,163.1,Miami,America/New_York,-84.19478,40.03218,45373
45383,West Milton,OH,Ohio,6924,102.5,Miami,America/New_York,-84.33772,39.95621,45383
45417,Dayton,OH,Ohio,29325,345.7,Montgomery,America/New_York,-84.28564,39.73592,45417
45715,Beverly,OH,Ohio,2653,24,Washington,America/New_York,-81.62985,39.60457,45715
45727,Dexter City,OH,Ohio,342,4.2,Noble,America/New_York,-81.48482,39.64399,45727
45779,Syracuse,OH,Ohio,856,453.7,Meigs,America/New_York,-81.9731,38.99844,45779
45816,Benton Ridge,OH,Ohio,338,489.9,Hancock,America/New_York,-83.79401,41.00446,45816
45832,Convoy,OH,Ohio,3088,17.1,Van Wert,America/New_York,-84.73285,40.92657,45832
45858,McComb,OH,Ohio,2972,18.3,Hancock,America/New_York,-83.80444,41.10771,45858
45859,McGuffey,OH,Ohio,483,140.2,Hardin,America/New_York,-83.77862,40.68372,45859
45897,Williamstown,OH,Ohio,0,0,Hancock,America/New_York,-83.65748,40.8317,45897
46071,Thorntown,IN,Indiana,3148,17.5,Boone,America/Indiana/Indianapolis,-86.60693,40.12014,46071
46113,Camby,IN,Indiana,15505,365,Marion,America/Indiana/Indianapolis,-86.30532,39.63282,46113
46124,Edinburgh,IN,Indiana,8949,56.1,Johnson,America/Indiana/Indianapolis,-85.92746,39.37335,46124
46160,Morgantown,IN,Indiana,6321,26.4,Brown,America/Indiana/Indianapolis,-86.27077,39.35229,46160
46168,Plainfield,IN,Indiana,35418,423.9,Hendricks,America/Indiana/Indianapolis,-86.392,39.68923,46168
46184,Whiteland,IN,Indiana,14042,264,Johnson,America/Indiana/Indianapolis,-86.0722,39.5611,46184
46203,Indianapolis,IN,Indiana,38581,1076.1,Marion,America/Indiana/Indianapolis,-86.0969,39.73761,46203
46259,Indianapolis,IN,Indiana,10999,197.9,Marion,America/Indiana/Indianapolis,-85.98712,39.65177,46259
46327,Hammond,IN,Indiana,11466,1067.6,Lake,America/Chicago,-87.50687,41.63866,46327
46542,Milford,IN,Indiana,4142,30.9,Kosciusko,America/Indiana/Indianapolis,-85.87439,41.39179,46542
46730,Corunna,IN,Indiana,1039,14.3,DeKalb,America/Indiana/Indianapolis,-85.15548,41.45324,46730
46740,Geneva,IN,Indiana,3874,24.3,Adams,America/Indiana/Indianapolis,-84.96445,40.60209,46740
46766,Liberty Center,IN,Indiana,737,14,Wells,America/Indiana/Indianapolis,-85.28477,40.71204,46766
46776,Orland,IN,Indiana,1715,28.3,Steuben,America/Detroit,-85.16272,41.72835,46776
46818,Fort Wayne,IN,Indiana,20852,121.8,Allen,America/Indiana/Indianapolis,-85.25018,41.14786,46818
46984,Somerset,IN,Indiana,188,312.1,Wabash,America/Indiana/Indianapolis,-85.83066,40.66812,46984
47035,New Trenton,IN,Indiana,246,310.8,Franklin,America/Indiana/Indianapolis,-84.90554,39.30925,47035
47060,West Harrison,IN,Indiana,5942,40.1,Dearborn,America/New_York,-84.88096,39.30086,47060
47106,Borden,IN,Indiana,5005,27.8,Clark,America/Kentucky/Louisville,-85.90238,38.4624,47106
47162,New Washington,IN,Indiana,801,13.6,Clark,America/Kentucky/Louisville,-85.47192,38.55393,47162
47167,Salem,IN,Indiana,14879,26.9,Washington,America/Indiana/Indianapolis,-86.09583,38.61184,47167
47240,Greensburg,IN,Indiana,21836,28.2,Decatur,America/Indiana/Indianapolis,-85.47994,39.32316,47240
47250,Madison,IN,Indiana,22202,41.4,Jefferson,America/Indiana/Indianapolis,-85.35149,38.81842,47250
47336,Dunkirk,IN,Indiana,3243,26.7,Jay,America/Indiana/Indianapolis,-85.20756,40.3961,47336
47357,Milton,IN,Indiana,822,9.1,Wayne,America/Indiana/Indianapolis,-85.14961,39.75631,47357
47524,Decker,IN,Indiana,612,4.6,Knox,America/Indiana/Vincennes,-87.61272,38.4866,47524
47528,Edwardsport,IN,Indiana,504,10.4,Knox,America/Indiana/Vincennes,-87.25692,38.83787,47528
47631,New Harmony,IN,Indiana,2217,14.2,Posey,America/Chicago,-87.90994,38.10123,47631
47637,Tennyson,IN,Indiana,1294,8.6,Warrick,America/Chicago,-87.14952,38.13444,47637
47804,Terre Haute,IN,Indiana,11781,691.6,Vigo,America/Indiana/Indianapolis,-87.38966,39.49758,47804
47832,Bloomingdale,IN,Indiana,1059,9.6,Parke,America/Indiana/Indianapolis,-87.25424,39.8779,47832
47880,Shepardsville,IN,Indiana,78,1276.7,Vigo,America/Indiana/Indianapolis,-87.41885,39.59975,47880
47946,Francesville,IN,Indiana,2170,9.1,Pulaski,America/Indiana/Winamac,-86.86838,40.98176,47946
47948,Goodland,IN,Indiana,1485,10.4,Newton,America/Indiana/Indianapolis,-87.28169,40.77706,47948
47987,Veedersburg,IN,Indiana,4074,12.7,Fountain,America/Indiana/Indianapolis,-87.22674,40.1233,47987
48035,Clinton Township,MI,Michigan,35599,1563.4,Macomb,America/Detroit,-82.90942,42.55613,48035
48040,Marysville,MI,Michigan,9693,541.6,St. Clair,America/Detroit,-82.48023,42.90986,48040
48111,Belleville,MI,Michigan,40926,234.1,Wayne,America/Detroit,-83.48676,42.17903,48111
48116,Brighton,MI,Michigan,27244,287.6,Livingston,America/Detroit,-83.78199,42.50513,48116
48134,Flat Rock,MI,Michigan,21937,472.5,Wayne,America/Detroit,-83.29339,42.10714,48134
48239,Redford,MI,Michigan,36364,1443.4,Wayne,America/Detroit,-83.28466,42.37587,48239
48302,Bloomfield Hills,MI,Michigan,15964,557.8,Oakland,America/Detroit,-83.29526,42.58569,48302
48381,Milford,MI,Michigan,13481,259.6,Oakland,America/Detroit,-83.5942,42.56168,48381
48415,Birch Run,MI,Michigan,9107,53.8,Saginaw,America/Detroit,-83.80094,43.27114,48415
48426,Decker,MI,Michigan,1007,9.9,Sanilac,America/Detroit,-83.05897,43.51006,48426
48445,Kinde,MI,Michigan,1245,8.6,Huron,America/Detroit,-82.98696,43.95158,48445
48464,Otter Lake,MI,Michigan,2157,44.6,Lapeer,America/Detroit,-83.42104,43.21906,48464
48623,Freeland,MI,Michigan,13662,71.4,Saginaw,America/Detroit,-84.13557,43.51988,48623
48638,Saginaw,MI,Michigan,11692,683.3,Saginaw,America/Detroit,-84.01958,43.41704,48638
48877,Riverdale,MI,Michigan,2459,28.2,Gratiot,America/Detroit,-84.84284,43.40172,48877
48880,Saint Louis,MI,Michigan,10034,51.6,Gratiot,America/Detroit,-84.56832,43.4576,48880
49014,Battle Creek,MI,Michigan,21481,109.7,Calhoun,America/Detroit,-85.10611,42.31108,49014
49051,East Leroy,MI,Michigan,2796,36.7,Calhoun,America/Detroit,-85.24042,42.1835,49051
49057,Hartford,MI,Michigan,6459,48.4,Van Buren,America/Detroit,-86.16402,42.18365,49057
49060,Hickory Corners,MI,Michigan,1902,38.8,Barry,America/Detroit,-85.39533,42.42654,49060
49097,Vicksburg,MI,Michigan,11106,57.6,Kalamazoo,America/Detroit,-85.48818,42.11459,49097
49103,Berrien Springs,MI,Michigan,10437,90.6,Berrien,America/Detroit,-86.37641,41.94691,49103
49130,Union,MI,Michigan,1474,47.2,Cass,America/Detroit,-85.85943,41.78195,49130
49254,Michigan Center,MI,Michigan,3069,365.2,Jackson,America/Detroit,-84.31609,42.22712,49254
49268,Palmyra,MI,Michigan,1153,20.6,Lenawee,America/Detroit,-83.92632,41.8729,49268
49286,Tecumseh,MI,Michigan,14639,94.7,Lenawee,America/Detroit,-83.936,42.0136,49286
49302,Alto,MI,Michigan,8717,69,Kent,America/Detroit,-85.3986,42.82286,49302
49304,Baldwin,MI,Michigan,3922,11.7,Lake,America/Detroit,-85.87,43.91391,49304
49441,Muskegon,MI,Michigan,35365,628.2,Muskegon,America/Detroit,-86.27255,43.18555,49441
49448,Nunica,MI,Michigan,4100,47.6,Ottawa,America/Detroit,-86.07328,43.09071,49448
49449,Pentwater,MI,Michigan,2661,24.6,Oceana,America/Detroit,-86.3746,43.79871,49449
49457,Twin Lake,MI,Michigan,10137,50.6,Muskegon,America/Detroit,-86.14828,43.35365,49457
49643,Interlochen,MI,Michigan,6956,47.8,Grand Traverse,America/Detroit,-85.83375,44.63959,49643
49683,Thompsonville,MI,Michigan,2135,9.6,Benzie,America/Detroit,-85.9306,44.53935,49683
49743,Hawks,MI,Michigan,766,3.3,Presque Isle,America/Detroit,-83.89646,45.27349,49743
49783,Sault Sainte Marie,MI,Michigan,19270,49.3,Chippewa,America/Detroit,-84.28349,46.41474,49783
49834,Foster City,MI,Michigan,221,2.4,Dickinson,America/Menominee,-87.75838,45.94378,49834
49930,Hancock,MI,Michigan,7258,57.3,Houghton,America/Detroit,-88.53997,47.16247,49930
50048,Casey,IA,Iowa,904,4,Guthrie,America/Chicago,-94.52011,41.51337,50048
50049,Chariton,IA,Iowa,6403,12.3,Lucas,America/Chicago,-93.30104,41.03564,50049
50102,Garden City,IA,Iowa,183,140.2,Hardin,America/Chicago,-93.40019,42.24554,50102
50136,Keswick,IA,Iowa,420,4.2,Keokuk,America/Chicago,-92.29086,41.47087,50136
50254,Thayer,IA,Iowa,246,2.2,Union,America/Chicago,-94.07011,40.98707,50254
50314,Des Moines,IA,Iowa,11377,1769.7,Polk,America/Chicago,-93.63122,41.60535,50314
50438,Garner,IA,Iowa,4167,12.1,Hancock,America/Chicago,-93.61746,43.10935,50438
50510,Albert City,IA,Iowa,1003,4.6,Buena Vista,America/Chicago,-94.98481,42.76092,50510
50525,Clarion,IA,Iowa,3383,9.4,Wright,America/Chicago,-93.74724,42.73648,50525
50560,Lu Verne,IA,Iowa,617,2.7,Kossuth,America/Chicago,-94.10802,42.96058,50560
50573,Plover,IA,Iowa,84,80.3,Pocahontas,America/Chicago,-94.62382,42.87674,50573
50627,Eldora,IA,Iowa,3200,11.6,Hardin,America/Chicago,-93.09573,42.35055,50627
50635,Gladbrook,IA,Iowa,1584,7.3,Tama,America/Chicago,-92.69932,42.20208,50635
51014,Cleghorn,IA,Iowa,405,2.9,Cherokee,America/Chicago,-95.71073,42.78564,51014
51029,Larrabee,IA,Iowa,265,4.5,Cherokee,America/Chicago,-95.53787,42.88057,51029
51055,Sloan,IA,Iowa,1618,9.4,Woodbury,America/Chicago,-96.25672,42.21586,51055
51442,Denison,IA,Iowa,9633,21.5,Crawford,America/Chicago,-95.35836,42.03038,51442
51447,Kirkman,IA,Iowa,277,3.1,Shelby,America/Chicago,-95.19595,41.7221,51447
51523,Blencoe,IA,Iowa,380,2.9,Monona,America/Chicago,-96.06795,41.91325,51523
51540,Hastings,IA,Iowa,380,2.7,Mills,America/Chicago,-95.49899,41.02448,51540
51578,Westphalia,IA,Iowa,67,693,Shelby,America/Chicago,-95.39456,41.71937,51578
52160,New Albin,IA,Iowa,860,8.3,Allamakee,America/Chicago,-91.36386,43.46599,52160
52175,West Union,IA,Iowa,3535,15.7,Fayette,America/Chicago,-91.82561,42.99396,52175
52237,Hopkinton,IA,Iowa,1622,7.7,Delaware,America/Chicago,-91.24829,42.34467,52237
52302,Marion,IA,Iowa,41179,214.3,Linn,America/Chicago,-91.57061,42.06554,52302
52315,Newhall,IA,Iowa,1118,14.9,Benton,America/Chicago,-91.97011,42.00089,52315
52317,North Liberty,IA,Iowa,20321,226.3,Johnson,America/Chicago,-91.63101,41.76242,52317
52334,South Amana,IA,Iowa,157,3.6,Iowa,America/Chicago,-91.94109,41.7402,52334
52336,Springville,IA,Iowa,2394,18.8,Linn,America/Chicago,-91.43977,42.06925,52336
52356,Wellman,IA,Iowa,2573,11.1,Washington,America/Chicago,-91.84517,41.47372,52356
52359,West Chester,IA,Iowa,265,6.9,Washington,America/Chicago,-91.80745,41.35852,52359
52531,Albia,IA,Iowa,5880,10.4,Monroe,America/Chicago,-92.81433,41.02676,52531
52570,Milton,IA,Iowa,1014,5.7,Van Buren,America/Chicago,-92.15075,40.6852,52570
52638,Middletown,IA,Iowa,591,6.7,Des Moines,America/Chicago,-91.24575,40.79857,52638
52641,Mount Pleasant,IA,Iowa,12247,22.3,Henry,America/Chicago,-91.5872,40.98967,52641
52647,Olds,IA,Iowa,200,219.4,Henry,America/Chicago,-91.54472,41.13517,52647
52777,Wheatland,IA,Iowa,1202,8.6,Clinton,America/Chicago,-90.85613,41.854,52777
53039,Juneau,WI,Wisconsin,4594,25,Dodge,America/Chicago,-88.7129,43.37002,53039
53074,Port Washington,WI,Wisconsin,12872,165,Ozaukee,America/Chicago,-87.88359,43.42621,53074
53128,Genoa City,WI,Wisconsin,9052,137.5,Walworth,America/Chicago,-88.33951,42.53087,53128
53502,Albany,WI,Wisconsin,2515,19,Green,America/Chicago,-89.44184,42.73287,53502
53575,Oregon,WI,Wisconsin,16357,115.5,Dane,America/Chicago,-89.38998,42.9337,53575
53576,Orfordville,WI,Wisconsin,2300,28.4,Rock,America/Chicago,-89.23481,42.62423,53576
53719,Madison,WI,Wisconsin,31487,1203.1,Dane,America/Chicago,-89.50153,43.02756,53719
53826,Wauzeka,WI,Wisconsin,1308,7.1,Crawford,America/Chicago,-90.91348,43.12235,53826
53951,North Freedom,WI,Wisconsin,2233,11.8,Sauk,America/Chicago,-89.87218,43.39197,53951
54027,Wilson,WI,Wisconsin,1045,13.5,St. Croix,America/Chicago,-92.19588,44.92414,54027
54235,Sturgeon Bay,WI,Wisconsin,16840,33.8,Door,America/Chicago,-87.37946,44.84077,54235
54245,Valders,WI,Wisconsin,2066,19.7,Manitowoc,America/Chicago,-87.89606,44.0271,54245
54246,Washington Island,WI,Wisconsin,850,12.9,Door,America/Chicago,-86.8974,45.37524,54246
54302,Green Bay,WI,Wisconsin,31633,1275.5,Brown,America/Chicago,-87.97613,44.50772,54302
54412,Auburndale,WI,Wisconsin,2036,10.9,Wood,America/Chicago,-89.98049,44.66906,54412
54437,Greenwood,WI,Wisconsin,3049,9.9,Clark,America/Chicago,-90.6383,44.77497,54437
54471,Ringle,WI,Wisconsin,1780,14.8,Marathon,America/Chicago,-89.41638,44.93864,54471
54545,Manitowish Waters,WI,Wisconsin,808,7.2,Vilas,America/Chicago,-89.859,46.12872,54545
54562,Three Lakes,WI,Wisconsin,1858,5,Oneida,America/Chicago,-89.08346,45.80976,54562
54610,Alma,WI,Wisconsin,1649,5,Buffalo,America/Chicago,-91.83453,44.3717,54610
54669,West Salem,WI,Wisconsin,7905,59.7,La Crosse,America/Chicago,-91.09104,43.91175,54669
54703,Eau Claire,WI,Wisconsin,43622,212,Eau Claire,America/Chicago,-91.51609,44.83443,54703
54756,Nelson,WI,Wisconsin,911,4.9,Buffalo,America/Chicago,-91.94816,44.46805,54756
54846,High Bridge,WI,Wisconsin,496,6.1,Ashland,America/Chicago,-90.7211,46.37917,54846
54945,Iola,WI,Wisconsin,3338,12.3,Waupaca,America/Chicago,-89.13694,44.57649,54945
54961,New London,WI,Wisconsin,13602,42.5,Waupaca,America/Chicago,-88.76117,44.40924,54961
55014,Circle Pines,MN,Minnesota,28222,584,Anoka,America/Chicago,-93.12315,45.16421,55014
55126,Saint Paul,MN,Minnesota,26957,867.6,Ramsey,America/Chicago,-93.13255,45.08477,55126
55130,Saint Paul,MN,Minnesota,18146,3530.3,Ramsey,America/Chicago,-93.08268,44.97298,55130
55388,Watertown,MN,Minnesota,5975,57.5,Carver,America/Chicago,-93.84551,44.94945,55388
55445,Minneapolis,MN,Minnesota,12978,643.4,Hennepin,America/Chicago,-93.37971,45.12327,55445
55454,Minneapolis,MN,Minnesota,10024,6184.1,Hennepin,America/Chicago,-93.2422,44.96966,55454
55703,Angora,MN,Minnesota,647,1.8,St. Louis,America/Chicago,-92.78159,47.74202,55703
55713,Buhl,MN,Minnesota,1019,72.6,St. Louis,America/Chicago,-92.76718,47.49064,55713
55733,Esko,MN,Minnesota,4938,53.2,Carlton,America/Chicago,-92.36292,46.70914,55733
55756,Kerrick,MN,Minnesota,408,3.2,Pine,America/Chicago,-92.59251,46.36669,55756
55766,Melrude,MN,Minnesota,25,0.5,St. Louis,America/Chicago,-92.42755,47.2581,55766
55772,Nett Lake,MN,Minnesota,162,4.2,Koochiching,America/Chicago,-93.15553,48.09474,55772
55936,Grand Meadow,MN,Minnesota,1889,8.9,Mower,America/Chicago,-92.5837,43.71374,55936
55957,Millville,MN,Minnesota,700,6.7,Wabasha,America/Chicago,-92.28267,44.25102,55957
55975,Spring Valley,MN,Minnesota,4285,10.8,Fillmore,America/Chicago,-92.37189,43.67542,55975
56033,Frost,MN,Minnesota,369,4,Faribault,America/Chicago,-93.93073,43.56008,56033
56034,Garden City,MN,Minnesota,493,6.6,Blue Earth,America/Chicago,-94.18331,44.03065,56034
56071,New Prague,MN,Minnesota,12878,59.8,Scott,America/Chicago,-93.58185,44.53702,56071
56172,Slayton,MN,Minnesota,2984,9.7,Murray,America/Chicago,-95.7708,44.00895,56172
56224,Clements,MN,Minnesota,348,3.6,Redwood,America/Chicago,-95.05108,44.37437,56224
56243,Grove City,MN,Minnesota,1670,6.9,Meeker,America/Chicago,-94.68214,45.16765,56243
56310,Avon,MN,Minnesota,5383,29,Stearns,America/Chicago,-94.44332,45.63407,56310
56329,Foley,MN,Minnesota,7449,15,Benton,America/Chicago,-93.90575,45.70875,56329
56354,Miltona,MN,Minnesota,1404,12.9,Douglas,America/Chicago,-95.26466,46.06295,56354
56387,Waite Park,MN,Minnesota,7329,333.9,Stearns,America/Chicago,-94.23969,45.53289,56387
56443,Cushing,MN,Minnesota,1325,5.1,Morrison,America/Chicago,-94.61822,46.17895,56443
56458,Lake George,MN,Minnesota,427,6.5,Hubbard,America/Chicago,-94.98969,47.19912,56458
56468,Nisswa,MN,Minnesota,4385,32.8,Crow Wing,America/Chicago,-94.29767,46.49294,56468
56514,Barnesville,MN,Minnesota,3701,6.7,Clay,America/Chicago,-96.43137,46.6481,56514
56575,Ponsford,MN,Minnesota,771,2,Becker,America/Chicago,-95.43878,47.04218,56575
56593,Wolf Lake,MN,Minnesota,0,0,Becker,America/Chicago,-95.35401,46.8038,56593
56594,Wolverton,MN,Minnesota,467,1.9,Wilkin,America/Chicago,-96.64299,46.54828,56594
56629,Birchdale,MN,Minnesota,254,0.4,Koochiching,America/Chicago,-94.11781,48.54414,56629
56670,Redby,MN,Minnesota,1204,10,Beltrami,America/Chicago,-94.86603,47.84881,56670
56671,Redlake,MN,Minnesota,3383,5.9,Beltrami,America/Chicago,-95.31776,47.91059,56671
56678,Solway,MN,Minnesota,1190,3.7,Beltrami,America/Chicago,-95.11983,47.42229,56678
57017,Colman,SD,South Dakota,1412,4.3,Moody,America/Chicago,-96.82924,44.01208,57017
57050,Nunda,SD,South Dakota,325,3.1,Lake,America/Chicago,-97.01469,44.15727,57050
57073,Wakonda,SD,South Dakota,734,4.1,Clay,America/Chicago,-97.05586,43.00393,57073
57216,Big Stone City,SD,South Dakota,1121,6.9,Grant,America/Chicago,-96.52616,45.30015,57216
57220,Bruce,SD,South Dakota,763,2.7,Brookings,America/Chicago,-96.92042,44.46796,57220
57231,De Smet,SD,South Dakota,1623,2.3,Kingsbury,America/Chicago,-97.59028,44.36451,57231
